"","year","pitch","pitch_count","sum_whiffs","sum_swings","sum_takes","sum_abs","sum_hits","mean_spin_rate","mean_velocity","mean_release_extension","mean_effective_speed","mean_eff_min_vel","mean_iso","mean_babip","mean_slg","mean_woba","mean_xwoba","mean_xba","mean_launch_speed","mean_launch_angle","ba","swing_percentage","whiff_percentage","contact_rate","take_percentage"
"72","2019","Slider",127528,22085,61892,65631,NA,NA,2430.58270340631,84.6382331723229,5.76548820651151,84.0105484285804,-0.630574462078916,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485320870710746,0.356831254443224,0.643168745556776,0.514639922213161
"73","2020","Change",30084,4854,15211,14870,NA,NA,1763.82731684616,84.478962239064,6.29966527057572,84.3652981651376,-0.111298364579179,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505617604042016,0.319111169548353,0.680888830451647,0.494282675176173
"74","2020","Curveball",22380,2793,8595,13785,NA,NA,2557.813717605,78.4389857015192,6.23358802502234,78.075490616622,-0.360723860589812,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384048257372654,0.324956369982548,0.675043630017452,0.615951742627346
"75","2020","Cutter",18157,2369,9052,9103,NA,NA,2380.83427879055,88.1951699069229,6.3170204328909,88.3927598171504,0.191336674560775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498540507793138,0.26171011931065,0.73828988068935,0.501349341851627
"76","2020","Fastball",87981,9235,40828,47149,NA,NA,2305.69154703857,93.3329207442516,6.38164819676976,93.3399006603698,0.00401450313135776,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464054739091395,0.226192808856667,0.773807191143333,0.535899796546982
"77","2020","Sinker",40574,2800,18004,22565,NA,NA,NA,92.7577118351654,NA,92.6586668802682,-0.0981219500172521,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443732439493272,0.15552099533437,0.84447900466563,0.556144328880564
"78","2020","Slider",45211,7728,21319,23892,NA,NA,2438.20085819823,84.2543672999934,6.26347636637102,84.1420579062618,-0.107927274335891,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471544535621862,0.362493550354144,0.637506449645856,0.528455464378138
"79","2021","Change",79604,12194,40680,38916,NA,NA,1751.95515300739,84.8222074267625,6.30697113210391,84.7428751067786,-0.0760300989900004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511029596502688,0.299754178957719,0.700245821042281,0.488869906034873
"80","2021","Curveball",56731,7362,22994,33737,NA,NA,2516.36322292926,78.733926777247,6.21233047187605,78.3596885300806,-0.375385591651832,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405316317357353,0.320170479255458,0.679829520744542,0.594683682642647
"81","2021","Cutter",48114,5782,24292,23820,NA,NA,2371.23714511369,88.5645924263208,6.25961902980421,88.5803246456333,0.0201271979049756,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504884233279295,0.238020747571217,0.761979252428783,0.495074198777902
"82","2021","Fastball",248133,26104,119128,128988,NA,NA,2274.4876175277,93.6809823763869,6.36839396613913,93.6809709309121,0.00252163154437372,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480097367137785,0.219125646363575,0.780874353636425,0.51983412121725
"83","2021","Sinker",108697,7807,49399,59293,NA,NA,2121.13055558111,93.0484410793306,6.30712770361647,92.896135403921,-0.152971103158321,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454465164631959,0.158039636429887,0.841960363570113,0.545488835938434
"84","2021","Slider",134756,22941,64809,69946,NA,NA,2419.1152824364,84.6483518359108,6.26400561013981,84.6471138205349,-8.16290183738547e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480935913799757,0.353978614081378,0.646021385918622,0.519056665380391
"85","2022","Change",79681,12224,40613,39058,NA,NA,1745.64173391398,85.3380442012525,6.33824801395565,85.2795251063616,-0.0567324707270246,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509694908447434,0.300987368576564,0.699012631423436,0.490179591119589
"86","2022","Curveball",58969,7451,24292,34677,NA,NA,2520.51394800658,79.1051026810697,6.2211334769116,78.729314215944,-0.377399989825163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411945259373569,0.306726494319117,0.693273505680883,0.588054740626431
"87","2022","Cutter",50491,5932,25310,25180,NA,NA,2373.91667821988,88.9959854231447,6.27734427917847,88.9836515418589,-0.00734784417024837,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501277455388089,0.234373765310154,0.765626234689846,0.498702739102018
"88","2022","Fastball",230981,24464,112278,118684,NA,NA,2275.99454933523,93.9222247717345,6.38782757023305,93.8216399617285,-0.0989864967248388,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486091929639234,0.217887742923814,0.782112257076186,0.513825812512718
"89","2022","Sinker",110723,7664,50944,59770,NA,NA,2140.68178246615,93.3540023301392,6.33660612519531,93.2436757493926,-0.112897049393532,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460103140268959,0.150439698492462,0.849560301507538,0.539815575806291
"90","2022","Slider",145907,24194,70782,75124,NA,NA,2432.47441863653,84.6003440547746,6.27600046605029,84.5107911203712,-0.0893774801757286,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485117232209558,0.341810064705716,0.658189935294284,0.514875914109673
